product_bought,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
N,NA,HS,225728,Under 35,N,E,NA,Y,Blue Collar,Low,Owner,West,6,E
Y,M,Grad,1077922,Under 65,N,B,Married,NA,Professional,Low,Owner,Northeast,1,L
N,M,HS,118308,NA,N,G,Single,Y,Blue Collar,Low,Renter,South,8,D
N,F,College,15756,NA,N,G,Married,Y,Sales/Service,Low,Renter,South,8,B
N,NA,College,133320,Under 55,N,G,NA,NA,Blue Collar,Low,Renter,West,3,E
Y,M,College,0,NA,N,G,Single,NA,Sales/Service,Low,Renter,Northeast,9,B
N,F,HS,0,Over 65,N,D,Married,N,Retired,Low,Owner,Midwest,8,B
Y,M,College,0,Under 45,Y,C,Married,Y,Blue Collar,Low,Owner,Midwest,1,G
N,M,Bach,0,Under 45,Y,E,Married,NA,Sales/Service,Low,Owner,Midwest,6,E
N,M,HS,0,NA,N,G,NA,NA,Sales/Service,Low,Owner,Midwest,5,B
Y,F,Less than HS,708761,Under 55,Y,F,Married,Y,Sales/Service,Med,Owner,South,2,E
Y,M,Bach,196470,Under 45,Y,C,Married,Y,Sales/Service,Med,Owner,Midwest,3,G
N,F,HS,264259,Under 65,Y,B,Married,NA,Sales/Service,Low,Owner,South,1,G
Y,F,Grad,945673,Under 55,Y,B,Single,Y,Sales/Service,Low,Owner,West,1,J
N,F,College,119900,NA,N,E,NA,NA,Sales/Service,Low,Owner,South,9,F
N,M,College,102318,Under 35,Y,I,Single,NA,Blue Collar,Low,Owner,South,3,D
N,M,Bach,0,Under 55,Y,E,NA,NA,Professional,Low,Owner,South,2,E
Y,M,Bach,80289,Under 65,Y,B,Married,N,Retired,Low,Owner,South,3,E
N,M,Less than HS,90971,Under 25,N,G,NA,Y,Blue Collar,Low,Owner,Midwest,7,C
N,F,HS,873090,Over 65,Y,E,NA,Y,Retired,High,Owner,West,1,I
N,F,HS,0,Over 65,N,G,NA,Y,Retired,Low,Renter,South,3,E
N,M,Less than HS,263235,NA,N,G,NA,Y,Farm,Low,Renter,West,8,B
N,F,Grad,1096758,Under 35,Y,B,NA,N,Professional,Low,Owner,Northeast,1,J
N,F,Bach,205683,NA,N,E,NA,Y,Others,Low,Owner,South,1,E
N,M,Grad,0,NA,Y,B,Married,NA,Sales/Service,Low,Owner,Northeast,7,E
N,F,College,0,Under 35,N,G,NA,NA,Blue Collar,Low,Renter,Northeast,8,D
Y,F,Grad,244596,Under 55,N,B,Married,NA,Professional,Low,Owner,South,4,E
Y,F,College,495950,Under 45,Y,F,Married,Y,Sales/Service,Low,Owner,West,5,F
Y,M,Bach,1079100,Under 55,Y,C,Married,Y,Professional,High,Owner,South,1,L
Y,M,Bach,1379940,Under 35,Y,C,NA,NA,Sales/Service,Med,Owner,Northeast,1,L
N,M,College,553284,Under 65,N,E,NA,NA,Professional,Low,NA,West,8,F
N,F,HS,0,Under 65,N,B,NA,NA,Others,Low,Owner,Midwest,3,D
Y,F,College,204811,Under 45,Y,F,Married,Y,Professional,Med,Owner,West,4,E
N,F,College,0,Under 65,N,J,NA,N,Sales/Service,Low,NA,South,3,C
Y,M,Grad,349628,Under 45,Y,B,NA,Y,Professional,Low,Owner,South,2,F
N,F,HS,698516,Over 65,N,E,NA,N,Retired,Low,Renter,South,1,G
Y,M,Bach,0,Under 45,Y,A,Married,Y,Others,Low,Renter,South,1,F
Y,F,Bach,445504,Under 55,Y,E,NA,N,Sales/Service,Low,Owner,South,1,H
Y,M,Bach,528682,Under 65,Y,B,Married,Y,Professional,Low,Owner,South,1,E
Y,M,Grad,0,Under 65,Y,B,Married,N,Professional,Low,Owner,West,3,J
N,M,Bach,402864,Under 45,Y,B,Married,N,Professional,Low,Owner,Northeast,2,I
N,F,College,0,Under 35,Y,A,Single,NA,Professional,Low,NA,West,5,B
Y,M,College,132435,Under 45,Y,C,Married,Y,Blue Collar,Low,Owner,Midwest,6,F
Y,M,College,198533,Under 35,Y,J,Married,Y,Professional,Low,Renter,Midwest,1,H
N,M,Bach,221008,Under 55,N,E,NA,Y,Sales/Service,Low,Renter,South,8,F
N,M,HS,0,NA,Y,F,Married,N,Blue Collar,Low,NA,Northeast,8,D
Y,M,HS,0,Over 65,N,F,Married,N,Retired,Low,Owner,Midwest,4,A
N,F,Less than HS,80383,NA,Y,J,Married,N,Sales/Service,Low,Owner,Midwest,2,A
Y,F,Less than HS,0,Under 25,N,A,Single,NA,Sales/Service,Low,Owner,Northeast,4,E
Y,F,Bach,118701,Under 55,Y,J,Married,Y,Professional,Low,Owner,Midwest,2,D
N,F,College,349246,Under 55,N,C,Married,N,Sales/Service,Low,Owner,South,1,G
Y,M,College,477049,Under 45,Y,C,Married,Y,Professional,Low,Owner,South,3,F
N,M,Bach,321005,Under 45,Y,B,NA,Y,Professional,Low,Owner,Midwest,1,J
N,M,Bach,17440,Under 35,N,G,Single,Y,Blue Collar,Low,Renter,Midwest,7,E
Y,F,Bach,879330,Under 45,N,C,Married,Y,Professional,High,Owner,South,1,H
Y,M,College,118346,Under 25,Y,B,NA,N,Others,Low,Owner,Northeast,2,E
Y,M,NA,1552846,NA,Y,B,NA,Y,Others,High,Owner,South,1,L
Y,F,College,141198,Under 25,N,D,Married,N,Sales/Service,Low,Owner,South,5,B
Y,F,Bach,806600,Under 55,Y,C,Married,Y,Professional,Low,Owner,Midwest,1,L
N,M,Grad,763000,Under 45,N,E,Married,NA,Professional,Low,NA,Northeast,1,G
Y,M,College,506196,Under 35,Y,C,Married,Y,Professional,Low,Owner,West,1,H
Y,F,Bach,438725,NA,Y,C,NA,Y,Sales/Service,Med,Owner,West,1,E
Y,F,Less than HS,0,Under 65,Y,H,Single,Y,Others,Low,Renter,Northeast,8,B
N,M,Bach,1538894,Over 65,Y,B,Married,N,Retired,High,Owner,West,1,L
Y,F,Less than HS,596848,NA,Y,B,Married,Y,Professional,High,Owner,South,1,H
Y,M,Bach,290757,Under 45,Y,C,Married,Y,Professional,Low,Owner,Northeast,1,H
Y,M,Grad,0,Under 35,Y,A,NA,N,Sales/Service,Low,NA,Northeast,8,D
Y,M,Bach,521565,Under 65,Y,H,Single,N,Professional,Low,Renter,West,1,G
N,M,NA,0,Under 45,N,G,Married,Y,Blue Collar,Low,Renter,South,9,E
N,F,College,0,Under 35,N,G,NA,Y,Sales/Service,Low,NA,South,6,B
Y,F,College,190202,Under 25,N,C,Married,Y,Sales/Service,Med,Owner,South,2,J
N,F,HS,0,NA,Y,G,NA,N,Blue Collar,Low,Renter,Midwest,7,A
N,M,HS,64048,Under 35,N,G,Single,NA,Blue Collar,Low,Renter,South,8,A
Y,M,HS,251626,Under 55,N,E,Married,Y,Sales/Service,Low,Owner,South,3,G
Y,M,HS,1114416,Under 55,Y,C,Married,NA,Professional,High,Owner,West,1,H
Y,NA,HS,0,NA,Y,A,NA,N,Sales/Service,Low,Renter,West,9,B
Y,F,HS,119527,Under 55,N,F,Married,Y,Sales/Service,Low,Owner,South,2,D
Y,F,Bach,252918,Under 45,Y,C,NA,Y,Professional,High,Owner,South,2,E
N,F,HS,223493,Over 65,Y,D,NA,N,Retired,Low,Owner,South,1,B
N,F,Bach,0,Over 65,N,E,NA,NA,Retired,Low,Renter,West,3,F
Y,M,Less than HS,82469,Under 45,N,I,Single,Y,Blue Collar,Low,Owner,Midwest,4,F
Y,M,College,269186,Under 65,N,B,Married,N,Professional,Low,Owner,Northeast,2,G
Y,M,HS,96438,Under 45,Y,F,Married,Y,Blue Collar,Low,Owner,South,3,E
Y,M,Bach,429732,Under 35,Y,C,Married,Y,Professional,Low,Owner,West,3,J
Y,F,HS,209979,Under 65,Y,E,Married,N,Professional,Low,Renter,South,2,D
Y,M,Bach,0,Under 55,N,A,Single,NA,Sales/Service,Low,NA,West,4,C
Y,F,College,0,Under 55,N,G,Single,NA,Sales/Service,Low,Renter,South,8,D
N,M,Grad,198816,Under 55,N,B,Married,Y,Professional,Low,Owner,Midwest,1,F
N,M,Bach,391800,Under 45,Y,E,NA,Y,Blue Collar,High,Owner,Northeast,3,F
N,M,College,215820,NA,Y,H,Single,NA,Sales/Service,Low,Renter,South,2,E
Y,M,Bach,368520,Under 45,Y,C,Married,Y,Professional,High,Owner,Midwest,1,K
N,F,HS,144034,Under 45,N,G,Married,Y,Others,Low,Renter,Northeast,5,A
Y,M,Bach,720446,Under 55,Y,B,Married,N,Professional,High,Owner,West,3,B
Y,M,Grad,132729,Under 45,Y,C,Married,NA,Sales/Service,Low,Owner,Midwest,3,G
Y,M,Bach,482325,Under 55,N,J,Married,Y,Sales/Service,Low,Renter,South,3,C
N,M,Bach,141700,NA,N,G,NA,NA,Sales/Service,Low,Renter,Midwest,7,D
Y,M,Bach,305200,Under 35,Y,C,Married,Y,Professional,High,Owner,South,2,E
Y,M,College,494511,Under 55,Y,C,Married,Y,Professional,Med,Owner,West,1,L
Y,M,HS,242389,NA,Y,C,Married,Y,Sales/Service,Med,Owner,South,1,F
Y,M,HS,522546,Under 65,Y,B,Married,N,Professional,Med,Owner,West,2,H
N,F,HS,54412,Under 55,N,I,Married,N,Blue Collar,Low,Owner,South,7,A
N,F,Grad,138866,Under 35,Y,E,NA,N,Blue Collar,Low,Owner,South,4,E
N,F,HS,163500,NA,N,E,NA,Y,Blue Collar,Low,Owner,Midwest,1,F
Y,M,HS,249392,Under 55,Y,E,Married,Y,Blue Collar,Low,NA,West,5,D
Y,F,Bach,824585,Under 55,Y,B,NA,NA,Professional,Low,Owner,West,1,J
Y,M,HS,258657,Over 65,N,C,NA,Y,Retired,Low,NA,West,2,F
N,F,HS,142790,Under 35,Y,B,NA,Y,Sales/Service,Low,Owner,Midwest,8,E
N,F,Bach,588425,NA,N,C,NA,Y,Professional,Low,NA,Midwest,1,L
N,F,Bach,859377,Over 65,Y,B,Married,N,Retired,Med,Owner,South,1,E
Y,M,College,413792,Under 55,Y,E,Married,Y,Professional,Med,Owner,West,1,G
Y,F,College,617408,Under 55,Y,C,Married,Y,Professional,Low,Owner,Midwest,1,H
Y,M,Bach,227330,Under 45,Y,I,Married,N,Professional,Low,Owner,West,1,D
N,F,Grad,0,Over 65,Y,E,NA,N,Retired,Low,Renter,Northeast,3,C
Y,M,HS,0,Under 35,Y,B,NA,N,Sales/Service,Low,Owner,Northeast,6,F
Y,F,Grad,0,Under 55,Y,C,NA,Y,Professional,Low,Owner,West,1,D
N,F,Grad,274680,Under 65,Y,D,Married,N,Professional,Low,Owner,South,1,K
N,F,Grad,196200,Over 65,N,E,NA,N,Professional,Low,Owner,South,4,E
N,F,College,169059,Under 25,Y,F,NA,Y,Sales/Service,Low,Owner,Midwest,6,E
N,M,HS,104912,Under 35,N,F,Married,Y,Blue Collar,Low,NA,South,3,E
N,M,Less than HS,0,NA,N,F,Married,Y,Blue Collar,Low,Owner,Midwest,8,E
Y,M,Grad,524222,Under 55,Y,B,Married,Y,Professional,High,Owner,South,2,J
N,F,HS,76038,Under 25,N,J,NA,NA,Blue Collar,Low,Owner,South,5,D
N,M,Less than HS,0,NA,N,E,NA,NA,Blue Collar,Low,Renter,West,9,B
Y,M,HS,0,NA,N,G,NA,NA,Blue Collar,Low,Renter,West,9,D
Y,M,College,504234,Under 45,Y,C,Married,Y,Sales/Service,High,Owner,South,2,F
N,M,Grad,362316,Under 55,Y,B,Married,N,Professional,High,Owner,South,1,E
Y,M,College,21280,Under 45,Y,G,Married,Y,Professional,Low,Owner,South,5,D
N,M,Less than HS,277950,Under 65,Y,C,NA,Y,Sales/Service,Low,Renter,Northeast,3,F
N,F,HS,68670,Under 65,N,I,Single,Y,Blue Collar,Low,Owner,South,3,B
N,F,College,176776,Over 65,Y,J,Married,Y,Sales/Service,Low,Owner,South,2,E
N,F,HS,39567,Under 65,Y,D,Married,N,Sales/Service,Low,Owner,Northeast,3,D
Y,M,College,280173,NA,Y,A,Single,NA,Professional,Low,NA,West,1,E
Y,M,Grad,307347,Under 55,Y,B,Married,Y,Professional,Low,Owner,Northeast,2,E
N,M,College,115976,Under 55,Y,G,NA,Y,Professional,Low,Owner,South,8,E
Y,M,Grad,237402,Under 55,Y,E,Married,NA,Sales/Service,Med,Owner,South,4,F
Y,M,Grad,0,Under 55,N,C,Married,Y,Professional,Low,Owner,West,2,F
N,M,College,97991,Under 45,N,G,Single,NA,Others,Low,Renter,South,3,D
Y,M,Bach,358174,Over 65,Y,D,Married,N,Retired,Low,Owner,Northeast,1,F
N,F,HS,0,Under 65,Y,E,Married,N,Professional,Low,Renter,Northeast,9,E
Y,M,Bach,419230,Under 45,Y,C,Married,Y,Blue Collar,Low,Owner,Northeast,2,J
N,F,College,260946,Over 65,N,I,NA,N,Retired,Med,Owner,West,1,F
N,F,College,0,Under 45,N,F,Single,Y,Sales/Service,Low,NA,Midwest,5,F
N,M,Bach,0,Under 45,Y,I,Married,NA,Sales/Service,Low,Owner,Northeast,7,D
N,F,Less than HS,346620,Under 45,Y,C,NA,Y,Professional,Low,Owner,Northeast,1,I
N,M,Less than HS,42266,Under 45,N,G,Single,NA,Sales/Service,Low,Renter,Midwest,9,D
N,M,HS,0,Under 55,N,J,Married,NA,Blue Collar,Low,Owner,West,6,E
N,F,HS,0,Under 55,Y,NA,NA,N,Professional,Low,NA,South,0,NA
N,F,College,35425,Under 65,N,D,NA,N,Professional,Low,Owner,South,6,G
Y,M,HS,143945,Under 65,N,B,NA,Y,Others,Low,Owner,Midwest,3,E
Y,M,HS,347200,Under 35,N,F,NA,NA,Blue Collar,Low,Owner,Northeast,3,E
N,M,Grad,0,Under 35,N,G,Single,N,Professional,Low,Renter,West,6,A
N,M,HS,0,NA,N,E,NA,NA,Blue Collar,Low,Renter,Northeast,7,A
Y,M,Grad,200124,Under 35,Y,C,Married,Y,Others,Med,Owner,South,2,D
Y,M,Bach,240940,Over 65,Y,C,NA,Y,Retired,Med,Owner,South,2,F
N,F,Bach,609310,Under 45,Y,C,NA,Y,Professional,Low,Owner,West,1,H
Y,M,College,280762,NA,Y,C,Married,NA,Professional,High,Owner,South,1,F
N,F,Less than HS,0,Over 65,Y,D,Married,N,Professional,Low,Owner,West,4,D
Y,M,Bach,568162,Under 45,Y,C,Married,Y,Blue Collar,High,Owner,West,1,F
Y,M,Bach,0,Over 65,Y,D,Married,N,Retired,Low,Owner,Northeast,2,F
N,F,Less than HS,143454,NA,N,G,NA,Y,Others,Low,Renter,West,3,E
N,M,Grad,512300,Under 65,N,C,NA,Y,Professional,High,Owner,Northeast,2,C
N,NA,Less than HS,0,Under 25,N,F,Single,Y,Blue Collar,Low,NA,South,4,A
Y,M,College,0,Under 35,N,B,Married,N,Sales/Service,Low,NA,Northeast,6,K
Y,M,Less than HS,183708,Under 35,N,C,Married,Y,Sales/Service,Med,Owner,South,2,F
N,M,NA,126549,Under 25,N,F,NA,Y,Professional,Low,Owner,Midwest,1,D
Y,F,Bach,0,Under 55,N,G,Single,NA,Professional,Low,Renter,Midwest,9,D
N,F,HS,252226,NA,Y,E,NA,Y,Professional,Low,Owner,West,3,E
N,F,Less than HS,248683,NA,N,G,Single,Y,Sales/Service,Low,Renter,South,9,C
N,F,College,226856,Under 35,Y,E,Married,Y,Professional,Low,Renter,South,6,E
N,F,Bach,1000756,Under 65,Y,B,NA,Y,Professional,High,Owner,South,1,C
N,M,Bach,0,Under 45,N,G,Single,Y,Blue Collar,Low,Renter,Northeast,3,D
Y,M,Grad,251136,Under 45,Y,E,Married,Y,Professional,Med,Owner,Midwest,3,I
N,M,Less than HS,206969,NA,N,B,Married,NA,Sales/Service,Low,Owner,South,1,K
N,F,HS,86655,Under 55,Y,I,NA,N,Blue Collar,Low,Owner,South,6,E
N,M,College,0,Under 25,N,G,NA,N,Sales/Service,Low,Renter,West,4,D
Y,F,Bach,0,Under 35,Y,E,Single,Y,Sales/Service,Low,Renter,Midwest,3,D
Y,M,College,562440,Under 35,Y,B,Married,Y,Professional,High,Owner,West,1,I
Y,F,College,0,Under 55,Y,I,NA,NA,Sales/Service,Low,NA,Midwest,4,D
N,M,College,81946,NA,N,E,Married,NA,Sales/Service,Low,Owner,Midwest,2,D
N,M,Less than HS,72397,Under 65,N,F,NA,N,Sales/Service,Low,NA,South,3,C
Y,M,Grad,0,Under 35,Y,I,NA,N,Sales/Service,Low,Owner,South,6,F
Y,F,College,280740,Over 65,Y,B,Married,N,Retired,Low,Owner,Northeast,1,L
N,F,College,286626,Over 65,Y,B,NA,N,Retired,Low,Owner,South,2,F
N,F,College,281812,NA,Y,C,Married,Y,Sales/Service,Low,Renter,South,4,H
N,F,HS,102839,Under 35,N,F,Married,Y,Sales/Service,Low,Owner,South,9,D
Y,M,College,250700,Under 55,Y,F,Single,NA,Blue Collar,Low,Owner,West,5,G
N,F,Grad,478728,NA,Y,D,NA,N,Sales/Service,Low,Owner,South,1,D
N,F,HS,76191,Under 55,N,F,NA,Y,Sales/Service,Low,Owner,South,9,B
N,M,HS,181386,Under 55,Y,F,Married,N,Blue Collar,Low,Owner,Northeast,9,D
N,F,Less than HS,146038,Under 65,Y,D,NA,N,Professional,Low,Owner,South,8,A
N,F,College,85772,Under 25,Y,F,Single,N,Sales/Service,Low,Owner,Northeast,2,A
Y,M,Grad,581225,Under 55,Y,C,Married,Y,Professional,High,Owner,South,1,L
Y,F,College,142833,Under 65,Y,B,Married,N,Sales/Service,Low,Owner,Midwest,6,G
N,M,HS,0,Over 65,Y,D,Married,N,Retired,Low,Renter,West,6,H
Y,F,College,424446,Under 55,Y,B,NA,NA,Professional,Low,Owner,Northeast,1,I
Y,F,HS,0,Under 65,N,J,NA,Y,Professional,Low,Owner,Midwest,3,E
N,F,Less than HS,93091,Over 65,N,D,NA,N,Retired,Low,Owner,South,5,A
Y,M,Grad,241184,Under 55,Y,I,Married,N,Professional,Low,Owner,South,5,C
N,M,College,95647,Under 35,N,F,Single,N,Blue Collar,Low,Owner,Midwest,3,A
Y,M,Bach,144277,Under 45,Y,F,Married,NA,Professional,Low,Owner,South,2,E
Y,M,Bach,270175,Under 45,Y,C,Married,Y,Sales/Service,Low,Renter,South,1,B
Y,M,College,473986,Under 55,Y,E,Married,Y,Professional,Med,Owner,Northeast,1,H
N,M,HS,107520,NA,N,F,Married,NA,Blue Collar,Low,NA,South,9,B
N,F,Bach,47960,Over 65,Y,D,Married,N,Retired,Low,Owner,West,9,C
N,F,Less than HS,10355,NA,Y,J,Married,NA,Sales/Service,Low,Owner,Midwest,6,D
N,M,Less than HS,0,Under 35,N,G,NA,Y,Professional,Low,Renter,West,9,D
N,M,College,163892,Under 45,N,E,NA,Y,Blue Collar,Med,Owner,Midwest,2,D
Y,F,College,363925,Under 45,Y,B,Married,Y,Professional,High,Owner,South,1,F
N,F,College,809434,NA,N,A,Married,NA,Professional,Low,Renter,West,2,H
N,F,College,286332,Under 55,N,G,Single,Y,Sales/Service,Low,NA,Northeast,8,H
Y,F,Grad,184166,Under 45,Y,C,Married,Y,Professional,Med,Owner,South,2,H
Y,F,Bach,189333,Under 65,Y,E,Married,N,Sales/Service,Low,Owner,South,6,E
N,M,HS,67165,Under 65,Y,J,Married,NA,Blue Collar,Low,NA,South,4,B
N,F,NA,752100,NA,Y,B,NA,NA,Professional,High,Owner,South,1,L
N,M,College,0,NA,N,F,Married,NA,Sales/Service,Low,NA,South,8,B
Y,M,Bach,273426,Over 65,Y,D,Married,Y,Others,Med,Owner,South,1,F
N,NA,College,0,Under 25,N,E,Single,Y,Blue Collar,Low,Renter,Midwest,6,D
N,F,College,155194,Under 45,N,C,Married,Y,Blue Collar,Low,Owner,Midwest,6,I
N,M,HS,0,Under 45,N,G,Single,Y,Blue Collar,Low,Renter,Northeast,9,B
Y,F,College,451172,Under 45,Y,B,NA,NA,Sales/Service,Low,NA,Northeast,1,G
Y,M,College,193605,Under 25,Y,A,NA,NA,Professional,Low,NA,Midwest,2,H
N,M,Bach,301657,Over 65,Y,E,Married,Y,Retired,Low,Owner,Northeast,3,E
Y,M,Bach,0,Under 55,Y,A,Married,Y,Sales/Service,Low,NA,South,2,K
N,F,College,0,Under 35,N,E,Married,Y,Blue Collar,Low,Renter,West,5,C
N,M,Grad,577972,Under 35,Y,B,Married,Y,Professional,High,Owner,South,2,I
Y,F,Less than HS,0,NA,Y,G,Single,Y,Sales/Service,Low,Renter,West,9,A
Y,M,NA,101893,NA,Y,F,NA,N,Others,Low,Owner,Northeast,3,E
Y,F,HS,166500,Under 45,N,D,Married,N,Sales/Service,Low,Owner,Midwest,4,C
Y,M,Bach,477147,Over 65,Y,C,Married,Y,Retired,High,Owner,South,1,F
Y,M,Bach,300404,NA,Y,B,Married,NA,Sales/Service,High,Owner,South,1,H
N,F,HS,75864,Under 55,N,G,Married,Y,Sales/Service,Low,NA,Northeast,3,A
Y,M,Bach,146975,Over 65,Y,J,Married,Y,Retired,Low,Renter,South,2,E
N,F,College,88480,Under 45,Y,F,Single,Y,Sales/Service,Low,NA,South,8,C
N,NA,College,0,NA,N,G,Single,NA,Others,Low,Renter,Midwest,9,D
Y,M,College,381282,Under 65,Y,E,Married,N,Sales/Service,Med,Owner,South,3,F
N,F,HS,260850,Under 55,Y,F,NA,N,Blue Collar,Low,Owner,South,7,C
N,M,HS,430517,Under 25,N,B,NA,N,Farm,Low,Owner,Midwest,2,E
Y,M,College,511253,Over 65,Y,F,NA,NA,Retired,Low,Renter,West,2,E
Y,M,College,361498,Under 55,N,B,Married,NA,Sales/Service,High,Owner,Midwest,1,E
N,NA,HS,626270,Under 55,Y,B,NA,N,Sales/Service,Low,Owner,South,1,H
Y,F,Bach,466203,Under 55,Y,C,Married,Y,Professional,High,Owner,South,1,H
Y,F,College,317190,Under 65,Y,B,Married,N,Professional,Low,Owner,Northeast,2,I
Y,M,College,238632,Under 55,N,C,Married,Y,Professional,Med,Owner,South,1,F
N,M,College,91560,NA,N,F,Married,Y,Sales/Service,Low,Owner,Northeast,6,E
N,F,College,384879,Under 35,Y,B,NA,N,Professional,High,Owner,South,2,K
N,M,College,248420,Under 25,Y,B,NA,N,Sales/Service,Med,Owner,Midwest,3,G
Y,M,Less than HS,349072,Over 65,N,D,Married,N,Professional,Med,Owner,Midwest,5,E
Y,M,Less than HS,119485,NA,Y,E,NA,Y,Sales/Service,Low,Renter,South,4,D
N,M,College,0,NA,N,F,Single,NA,Sales/Service,Low,NA,Northeast,2,A
N,F,Less than HS,631807,Under 65,N,F,NA,Y,Blue Collar,Low,Renter,West,8,C
N,M,College,250700,Under 45,Y,C,Married,Y,Blue Collar,Med,Owner,Midwest,1,A
Y,M,College,168470,Under 35,Y,F,Married,NA,Blue Collar,Med,Owner,West,4,C
Y,F,Grad,453958,Under 55,Y,B,Single,NA,Professional,Low,Owner,South,2,J
N,NA,Grad,0,NA,N,G,Single,Y,Sales/Service,Low,Renter,Northeast,9,A
N,F,Grad,27337,Under 25,N,I,NA,N,Sales/Service,Low,Renter,South,8,C
N,M,College,298224,Under 45,N,C,Married,Y,Sales/Service,Med,Owner,West,1,E
Y,M,College,0,NA,Y,C,Married,Y,Sales/Service,Low,Owner,Midwest,5,E
N,F,College,158867,Under 25,N,E,NA,N,Blue Collar,Low,Owner,South,2,E
N,M,College,80572,NA,N,F,Married,NA,Blue Collar,Low,NA,South,9,E
N,F,HS,0,NA,Y,J,Married,Y,Sales/Service,Low,Owner,Midwest,9,G
N,F,College,189333,Under 35,Y,B,NA,NA,Professional,Low,Owner,South,2,E
N,F,Less than HS,0,Under 25,Y,F,NA,Y,Sales/Service,Low,NA,Northeast,5,D
Y,M,Bach,844063,Under 45,N,E,Single,NA,Professional,High,Owner,Northeast,1,C
Y,M,HS,231941,Under 55,Y,C,Married,Y,Professional,Med,Owner,South,4,G
N,M,Less than HS,115104,Under 35,N,F,Single,NA,Blue Collar,Low,Owner,Northeast,2,D
Y,M,NA,1340691,NA,Y,B,NA,N,Others,High,Owner,Northeast,1,L
Y,F,College,208822,Under 65,Y,F,NA,NA,Sales/Service,Med,Owner,Northeast,2,G
Y,F,Grad,230637,Under 35,Y,C,NA,NA,Sales/Service,Med,Owner,West,5,E
N,F,College,42728,Under 45,N,G,Married,NA,Sales/Service,Low,Renter,South,9,B
N,F,Grad,812273,Under 35,Y,B,NA,Y,Professional,High,Owner,West,2,K
N,M,Less than HS,412020,Over 65,N,E,NA,N,Retired,Low,Owner,Northeast,4,A
Y,M,Bach,899250,Under 45,Y,C,Married,Y,Professional,High,Owner,Midwest,1,K
N,M,HS,193369,Under 55,N,E,NA,N,Sales/Service,Med,Owner,South,3,E
Y,M,Bach,543768,Under 45,Y,B,Married,Y,Professional,Med,Owner,South,1,H
Y,F,College,367809,Under 35,Y,E,Single,Y,Sales/Service,Low,Owner,West,2,E
N,F,Bach,691659,Over 65,Y,B,Married,N,Retired,Low,Owner,South,1,L
Y,M,HS,243179,Under 65,Y,D,Married,N,Blue Collar,Low,Owner,Northeast,2,F
N,F,College,281940,Under 35,Y,B,NA,NA,Sales/Service,Low,Owner,Midwest,1,J
N,M,HS,162671,NA,N,G,Single,Y,Blue Collar,Low,Renter,Northeast,9,D
Y,M,Grad,464776,Under 45,N,C,Married,Y,Professional,Low,Owner,Midwest,1,L
Y,M,College,157920,NA,N,F,Single,NA,Professional,Low,Owner,Midwest,8,D
Y,F,HS,121099,Under 55,Y,J,NA,Y,Blue Collar,Low,Owner,Midwest,4,E
N,F,HS,0,NA,Y,F,NA,N,Professional,Low,Owner,Midwest,5,E
N,M,College,0,Under 45,N,E,Married,Y,Professional,Low,Renter,West,5,E
Y,M,Grad,718484,Under 65,Y,B,Married,N,Professional,High,Owner,South,1,L
N,M,Grad,114330,Under 45,Y,D,NA,N,Professional,Low,Owner,Midwest,2,F
Y,M,Grad,275857,Under 55,Y,E,Single,N,Retired,Low,Owner,South,2,F
Y,M,College,3865140,NA,Y,B,Married,NA,Professional,High,Owner,West,1,L
N,M,College,23884,Under 35,Y,I,Married,NA,Blue Collar,Low,Renter,Midwest,6,C
N,M,College,266801,Under 55,Y,A,Married,NA,Professional,Low,Renter,South,1,E
N,F,College,0,Under 35,N,F,Married,Y,Sales/Service,Low,NA,Midwest,4,E
Y,M,College,269775,Under 65,Y,B,Married,N,Professional,Low,Owner,South,3,F
Y,M,Grad,381249,Under 35,Y,B,Married,NA,Professional,Low,Owner,Midwest,2,F
N,F,HS,232006,Under 35,Y,B,NA,N,Blue Collar,Low,Owner,Northeast,2,F
N,F,HS,0,Under 55,Y,F,Married,Y,Others,Low,Owner,West,6,I
Y,M,Bach,401120,Under 45,Y,C,Married,NA,Professional,Med,Owner,Northeast,1,E
N,M,Grad,0,NA,Y,G,Single,NA,Sales/Service,Low,Renter,Northeast,9,D
Y,M,College,0,Under 65,Y,E,Married,Y,Sales/Service,Low,Renter,South,4,E
N,M,Less than HS,139498,NA,N,G,Single,NA,Sales/Service,Low,Renter,South,5,D
Y,M,Less than HS,0,Under 55,N,E,Single,NA,Sales/Service,Low,Renter,West,8,E
Y,NA,Bach,147814,Under 35,Y,E,NA,Y,Sales/Service,Low,Owner,South,3,E
Y,M,Less than HS,370000,NA,N,G,Married,Y,Sales/Service,Low,Renter,Northeast,2,D
Y,M,Bach,1210652,Under 55,N,C,Married,Y,Professional,Low,Renter,West,1,F
Y,F,College,651133,Under 55,N,B,NA,Y,Professional,High,Owner,West,1,D
N,F,College,32480,Under 45,N,J,Married,Y,Blue Collar,Low,NA,South,5,D
Y,M,Bach,278258,Under 55,Y,B,Married,Y,Professional,Med,Owner,South,2,F
Y,F,Bach,344322,Under 65,Y,C,Single,Y,Professional,Low,Renter,South,1,C
N,M,Bach,142833,Under 65,Y,B,Married,N,Professional,Low,Owner,Midwest,2,H
N,M,HS,40480,Under 35,N,G,Single,Y,Blue Collar,Low,Renter,South,6,D
